==== images ====
Columns prod:

id_image
url
path
alt
imageable_type
imageable_id
created_at
updated_at
deleted_at

Columns local:

id_image
url
path
alt
imageable_type
imageable_id
created_at
updated_at
deleted_at

Sample prod (first 50 rows):

id_image|url|path|alt|imageable_type|imageable_id|created_at|updated_at|deleted_at
10|/images/home/hero-5.webp|images/home/hero-5.webp|Imprimantes - Serie 1|PRODUIT|19|2026-04-07 15:24:52|2026-04-07 15:24:52|
11|/images/home/hero-5.webp|images/home/hero-5.webp|Imprimantes - Serie 2|PRODUIT|20|2026-04-07 15:24:52|2026-04-07 15:24:52|
12|/images/home/hero-5.webp|images/home/hero-5.webp|Imprimantes - Serie 3|PRODUIT|21|2026-04-07 15:24:52|2026-04-07 15:24:52|
13|/images/home/hero-5.webp|images/home/hero-5.webp|Imprimantes - Serie 4|PRODUIT|22|2026-04-07 15:24:52|2026-04-07 15:24:52|
14|/images/home/hero-5.webp|images/home/hero-5.webp|Reseaux & Telecom - Serie 1|PRODUIT|23|2026-04-07 15:24:52|2026-04-07 15:24:52|
15|/images/home/hero-5.webp|images/home/hero-5.webp|Reseaux & Telecom - Serie 2|PRODUIT|24|2026-04-07 15:24:52|2026-04-07 15:24:52|
16|/images/home/hero-5.webp|images/home/hero-5.webp|Reseaux & Telecom - Serie 3|PRODUIT|25|2026-04-07 15:24:52|2026-04-07 15:24:52|
17|/images/home/hero-5.webp|images/home/hero-5.webp|Reseaux & Telecom - Serie 4|PRODUIT|26|2026-04-07 15:24:52|2026-04-07 15:24:52|
18|/images/home/hero-5.webp|images/home/hero-5.webp|Accessoires IT - Serie 1|PRODUIT|27|2026-04-07 15:24:52|2026-04-07 15:24:52|
19|/images/home/hero-5.webp|images/home/hero-5.webp|Accessoires IT - Serie 2|PRODUIT|28|2026-04-07 15:24:52|2026-04-07 15:24:52|
20|/images/home/hero-5.webp|images/home/hero-5.webp|Accessoires IT - Serie 3|PRODUIT|29|2026-04-07 15:24:52|2026-04-07 15:24:52|
21|/images/home/hero-5.webp|images/home/hero-5.webp|Accessoires IT - Serie 4|PRODUIT|30|2026-04-07 15:24:52|2026-04-07 15:24:52|
22|http://127.0.0.1:8000/storage/produits/MMmd6qrMcofxrXqksH16mQr5F7QQimYubUPrDOiE.png|produits/MMmd6qrMcofxrXqksH16mQr5F7QQimYubUPrDOiE.png|Routeur 4G/5G Huawei AR502H|PRODUIT|103|2026-04-08 10:43:31|2026-04-08 10:43:31|
23|https://www.geovision.com.tw/_upload/images/GV-GEBF2802.png|https://www.geovision.com.tw/_upload/images/GV-GEBF2802.png|GV-GEBF2802 - visuel 1|PRODUIT|129|2026-04-08 14:21:48|2026-04-08 14:21:48|
24|https://www.geovision.com.tw/_upload/images/GV-GEBF2802_180.png|https://www.geovision.com.tw/_upload/images/GV-GEBF2802_180.png|GV-GEBF2802 - visuel 2|PRODUIT|129|2026-04-08 14:21:48|2026-04-08 14:21:48|
25|https://www.geovision.com.tw/_upload/images/GV-GEBN4800.png|https://www.geovision.com.tw/_upload/images/GV-GEBN4800.png|GV-GEBN4800 - visuel 1|PRODUIT|130|2026-04-08 14:21:48|2026-04-08 14:21:48|
26|https://www.geovision.com.tw/_upload/images/GV-GEBN4800_180.png|https://www.geovision.com.tw/_upload/images/GV-GEBN4800_180.png|GV-GEBN4800 - visuel 2|PRODUIT|130|2026-04-08 14:21:48|2026-04-08 14:21:48|
27|https://www.geovision.com.tw/_upload/images/GV-GEB4900.png|https://www.geovision.com.tw/_upload/images/GV-GEB4900.png|GV-GEB4900 - visuel 1|PRODUIT|131|2026-04-08 14:21:48|2026-04-08 14:21:48|
28|https://www.geovision.com.tw/_upload/images/GV-GEB4900_180.png|https://www.geovision.com.tw/_upload/images/GV-GEB4900_180.png|GV-GEB4900 - visuel 2|PRODUIT|131|2026-04-08 14:21:48|2026-04-08 14:21:48|
29|https://www.geovision.com.tw/_upload/images/GV-GEBF4802.png|https://www.geovision.com.tw/_upload/images/GV-GEBF4802.png|GV-GEBF4802 - visuel 1|PRODUIT|132|2026-04-08 14:21:48|2026-04-08 14:21:48|
30|https://www.geovision.com.tw/_upload/images/GV-GEBF4802_180.png|https://www.geovision.com.tw/_upload/images/GV-GEBF4802_180.png|GV-GEBF4802 - visuel 2|PRODUIT|132|2026-04-08 14:21:48|2026-04-08 14:21:48|
31|https://www.geovision.com.tw/_upload/images/GV-GEBF4911.png|https://www.geovision.com.tw/_upload/images/GV-GEBF4911.png|GV-GEBF4911 - visuel 1|PRODUIT|133|2026-04-08 14:21:48|2026-04-08 14:21:48|
32|https://www.geovision.com.tw/_upload/images/GV-GEBF4911_180.png|https://www.geovision.com.tw/_upload/images/GV-GEBF4911_180.png|GV-GEBF4911 - visuel 2|PRODUIT|133|2026-04-08 14:21:48|2026-04-08 14:21:48|
33|https://www.geovision.com.tw/_upload/images/GV-EBFC5800.png|https://www.geovision.com.tw/_upload/images/GV-EBFC5800.png|GV-EBFC5800 - visuel 1|PRODUIT|134|2026-04-08 14:21:48|2026-04-08 14:21:48|
34|https://www.geovision.com.tw/_upload/images/GV-EBFC5800_180.png|https://www.geovision.com.tw/_upload/images/GV-EBFC5800_180.png|GV-EBFC5800 - visuel 2|PRODUIT|134|2026-04-08 14:21:48|2026-04-08 14:21:48|
35|https://www.geovision.com.tw/_upload/images/GV-EBD8813.png|https://www.geovision.com.tw/_upload/images/GV-EBD8813.png|GV-EBD8813 - visuel 1|PRODUIT|135|2026-04-08 14:21:49|2026-04-08 14:21:49|
36|https://www.geovision.com.tw/_upload/images/GV-EBD8813_180.png|https://www.geovision.com.tw/_upload/images/GV-EBD8813_180.png|GV-EBD8813 - visuel 2|PRODUIT|135|2026-04-08 14:21:49|2026-04-08 14:21:49|
37|https://www.geovision.com.tw/_upload/images/GV-EBD4813.png|https://www.geovision.com.tw/_upload/images/GV-EBD4813.png|GV-EBD4813 - visuel 1|PRODUIT|136|2026-04-08 14:21:49|2026-04-08 14:21:49|
38|https://www.geovision.com.tw/_upload/images/GV-EBD4813_180.png|https://www.geovision.com.tw/_upload/images/GV-EBD4813_180.png|GV-EBD4813 - visuel 2|PRODUIT|136|2026-04-08 14:21:49|2026-04-08 14:21:49|
39|https://www.geovision.com.tw/_upload/images/GV-EBD8800.png|https://www.geovision.com.tw/_upload/images/GV-EBD8800.png|GV-EBD8800 - visuel 1|PRODUIT|137|2026-04-08 14:21:49|2026-04-08 14:21:49|
40|https://www.geovision.com.tw/_upload/images/GV-EBD8800_180.png|https://www.geovision.com.tw/_upload/images/GV-EBD8800_180.png|GV-EBD8800 - visuel 2|PRODUIT|137|2026-04-08 14:21:49|2026-04-08 14:21:49|
41|https://www.geovision.com.tw/_upload/images/GV-EBD4704.png|https://www.geovision.com.tw/_upload/images/GV-EBD4704.png|GV-EBD4704 - visuel 1|PRODUIT|138|2026-04-08 14:21:49|2026-04-08 14:21:49|
42|https://www.geovision.com.tw/_upload/images/GV-EBD4704_180.png|https://www.geovision.com.tw/_upload/images/GV-EBD4704_180.png|GV-EBD4704 - visuel 2|PRODUIT|138|2026-04-08 14:21:49|2026-04-08 14:21:49|
43|https://www.geovision.com.tw/_upload/images/GV-EBD2705.png|https://www.geovision.com.tw/_upload/images/GV-EBD2705.png|GV-EBD2705 - visuel 1|PRODUIT|139|2026-04-08 14:21:49|2026-04-08 14:21:49|
44|https://www.geovision.com.tw/_upload/images/GV-EBD2705_180.png|https://www.geovision.com.tw/_upload/images/GV-EBD2705_180.png|GV-EBD2705 - visuel 2|PRODUIT|139|2026-04-08 14:21:49|2026-04-08 14:21:49|
45|https://www.geovision.com.tw/_upload/images/GV-SC01.png|https://www.geovision.com.tw/_upload/images/GV-SC01.png|GV-SC01 - visuel 1|PRODUIT|140|2026-04-08 14:21:49|2026-04-08 14:21:49|
46|https://www.geovision.com.tw/_upload/images/GV-SC01_180.png|https://www.geovision.com.tw/_upload/images/GV-SC01_180.png|GV-SC01 - visuel 2|PRODUIT|140|2026-04-08 14:21:49|2026-04-08 14:21:49|
47|https://www.geovision.com.tw/_upload/images/GV-GDR2801.png|https://www.geovision.com.tw/_upload/images/GV-GDR2801.png|GV-GDR2801 - visuel 1|PRODUIT|141|2026-04-08 14:21:49|2026-04-08 14:21:49|
48|https://www.geovision.com.tw/_upload/images/GV-GDR2801_180.png|https://www.geovision.com.tw/_upload/images/GV-GDR2801_180.png|GV-GDR2801 - visuel 2|PRODUIT|141|2026-04-08 14:21:49|2026-04-08 14:21:49|
49|https://www.geovision.com.tw/_upload/images/GV-GDRN4800.png|https://www.geovision.com.tw/_upload/images/GV-GDRN4800.png|GV-GDRN4800 - visuel 1|PRODUIT|142|2026-04-08 14:21:49|2026-04-08 14:21:49|
50|https://www.geovision.com.tw/_upload/images/GV-GDRN4800_180.png|https://www.geovision.com.tw/_upload/images/GV-GDRN4800_180.png|GV-GDRN4800 - visuel 2|PRODUIT|142|2026-04-08 14:21:49|2026-04-08 14:21:49|
51|https://www.geovision.com.tw/_upload/images/GV-GDRF4800.png|https://www.geovision.com.tw/_upload/images/GV-GDRF4800.png|GV-GDRF4800 - visuel 1|PRODUIT|143|2026-04-08 14:21:49|2026-04-08 14:21:49|

IDs only in prod (first 50):


IDs only in local (first 50):

