id_image,url,path,alt,imageable_type,imageable_id,created_at,updated_at,deleted_at
192,/uploads/formations/video-surveillance.webp,uploads/formations/video-surveillance.webp,Image de la formation: Videosurveillance & Contrôle d'Accès,FORMATION,6,2026-03-21 13:55:50,2026-03-21 13:55:50,
193,/uploads/formations/assistant-direction.webp,uploads/formations/assistant-direction.webp,Image de la formation: Drones Civils - Initiation & Pilotage,FORMATION,7,2026-03-21 13:55:50,2026-03-21 13:55:50,
194,/uploads/formations/gestion-entreprise.webp,uploads/formations/gestion-entreprise.webp,Image de la formation: Extincteurs & Sécurité Incendie,FORMATION,8,2026-03-21 13:55:51,2026-03-21 13:55:51,
195,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Transformation Digitale des PME,FORMATION,9,2026-03-21 13:55:51,2026-03-21 13:55:51,
196,/uploads/formations/dev-application-api.webp,uploads/formations/dev-application-api.webp,Image de la formation: Solutions Cloud & Cybersécurité,FORMATION,10,2026-03-21 13:55:51,2026-03-21 13:55:51,
197,/uploads/formations/web-wordpress.webp,uploads/formations/web-wordpress.webp,Image de la formation: Web & Mobile - Initiation,FORMATION,11,2026-03-21 13:55:51,2026-03-21 13:55:51,
198,/uploads/formations/seo-referencement.webp,uploads/formations/seo-referencement.webp,Image de la formation: Marketing Digital & SEO,FORMATION,12,2026-03-21 13:55:51,2026-03-21 13:55:51,
199,/uploads/formations/gestion-projets.webp,uploads/formations/gestion-projets.webp,Image de la formation: Gestion de Projet Agile/Scrum,FORMATION,13,2026-03-21 13:55:51,2026-03-21 13:55:51,
200,/uploads/formations/leadership-rh.webp,uploads/formations/leadership-rh.webp,Image de la formation: Communication Professionnelle & Leadership,FORMATION,14,2026-03-21 13:55:51,2026-03-21 13:55:51,
201,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Anglais Professionnel - Business English,FORMATION,15,2026-03-21 13:55:51,2026-03-21 13:55:51,
202,/uploads/formations/gestion-commerciale-stock.webp,uploads/formations/gestion-commerciale-stock.webp,Image de la formation: Gestion Commerciale et Stock - Niveau 1,FORMATION,16,2026-03-21 13:55:51,2026-03-21 13:55:51,
203,/uploads/formations/comptabilite-gestion-projets.webp,uploads/formations/comptabilite-gestion-projets.webp,Image de la formation: Comptabilité Générale - Essentials,FORMATION,17,2026-03-21 13:55:51,2026-03-21 13:55:51,
204,/uploads/formations/leadership-rh.webp,uploads/formations/leadership-rh.webp,Image de la formation: Ressources Humaines & Paie,FORMATION,18,2026-03-21 13:55:51,2026-03-21 13:55:51,
205,/uploads/formations/excel-avance.webp,uploads/formations/excel-avance.webp,Image de la formation: Microsoft Excel Avancé,FORMATION,19,2026-03-21 13:55:51,2026-03-21 13:55:51,
206,/uploads/formations/video-surveillance.webp,uploads/formations/video-surveillance.webp,Image de la formation: Videosurveillance & Contrôle d'Accès,FORMATION,20,2026-03-21 13:55:51,2026-03-21 13:55:51,
207,/uploads/formations/assistant-direction.webp,uploads/formations/assistant-direction.webp,Image de la formation: Drones Civils - Initiation & Pilotage,FORMATION,21,2026-03-21 13:55:51,2026-03-21 13:55:51,
208,/uploads/formations/gestion-entreprise.webp,uploads/formations/gestion-entreprise.webp,Image de la formation: Extincteurs & Sécurité Incendie,FORMATION,22,2026-03-21 13:55:51,2026-03-21 13:55:51,
209,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Transformation Digitale des PME,FORMATION,23,2026-03-21 13:55:51,2026-03-21 13:55:51,
210,/uploads/formations/dev-application-api.webp,uploads/formations/dev-application-api.webp,Image de la formation: Solutions Cloud & Cybersécurité,FORMATION,24,2026-03-21 13:55:51,2026-03-21 13:55:51,
211,/uploads/formations/web-wordpress.webp,uploads/formations/web-wordpress.webp,Image de la formation: Web & Mobile - Initiation,FORMATION,25,2026-03-21 13:55:51,2026-03-21 13:55:51,
212,/uploads/formations/seo-referencement.webp,uploads/formations/seo-referencement.webp,Image de la formation: Marketing Digital & SEO,FORMATION,26,2026-03-21 13:55:51,2026-03-21 13:55:51,
213,/uploads/formations/gestion-projets.webp,uploads/formations/gestion-projets.webp,Image de la formation: Gestion de Projet Agile/Scrum,FORMATION,27,2026-03-21 13:55:51,2026-03-21 13:55:51,
214,/uploads/formations/leadership-rh.webp,uploads/formations/leadership-rh.webp,Image de la formation: Communication Professionnelle & Leadership,FORMATION,28,2026-03-21 13:55:51,2026-03-21 13:55:51,
215,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Anglais Professionnel - Business English,FORMATION,29,2026-03-21 13:55:51,2026-03-21 13:55:51,
77,uploads/formations/comptabilite-immobilisations.webp,uploads/formations/comptabilite-immobilisations.webp,Comptabilité & Immobilisations,FORMATION,18,2026-03-13 11:08:51,2026-03-17 12:12:24,2026-03-17 12:12:24
78,uploads/formations/gestion-commerciale-stock.webp,uploads/formations/gestion-commerciale-stock.webp,Gestion Commerciale & Stock,FORMATION,19,2026-03-13 11:08:51,2026-03-17 12:12:24,2026-03-17 12:12:24
81,uploads/formations/relance-commerciale.webp,uploads/formations/relance-commerciale.webp,Relance commerciale et nouveaux marchés,FORMATION,38,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
82,uploads/formations/leadership-rh.webp,uploads/formations/leadership-rh.webp,Leadership et management RH,FORMATION,39,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
83,uploads/formations/ia-performance-commerciale.webp,uploads/formations/ia-performance-commerciale.webp,Performance commerciale avec IA,FORMATION,40,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
84,uploads/formations/seo-referencement.webp,uploads/formations/seo-referencement.webp,Optimisation SEO,FORMATION,41,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
85,uploads/formations/gestion-projets.webp,uploads/formations/gestion-projets.webp,Gestion des projets,FORMATION,42,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
86,uploads/formations/relance-hotellerie.webp,uploads/formations/relance-hotellerie.webp,Relance commerciale hôtellerie,FORMATION,43,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
87,uploads/formations/dev-application-debutant.webp,uploads/formations/dev-application-debutant.webp,Développement application débutant,FORMATION,44,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
129,/uploads/categories/gestion-projets.webp,uploads/categories/gestion-projets.webp,Formations pour étudiants - Préparez votre avenir professionnel,CATEGORY,1,2026-03-17 12:05:40,2026-03-17 12:05:40,
130,/uploads/categories/leadership-rh.webp,uploads/categories/leadership-rh.webp,Formations pour particuliers - Développez vos compétences,CATEGORY,2,2026-03-17 12:05:40,2026-03-17 12:05:40,
131,/uploads/categories/gestion-entreprise.webp,uploads/categories/gestion-entreprise.webp,Formations pour entreprises - Boostez vos équipes,CATEGORY,3,2026-03-17 12:05:40,2026-03-17 12:05:40,
89,uploads/formations/syscohada-comptabilite.webp,uploads/formations/syscohada-comptabilite.webp,Organisation comptable SYSCOHADA,FORMATION,46,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
90,uploads/formations/paie-rh-logiciel.webp,uploads/formations/paie-rh-logiciel.webp,Gestion de la paie et RH avec logiciel,FORMATION,47,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
92,uploads/formations/community-management.webp,uploads/formations/community-management.webp,Community management entreprise,FORMATION,49,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
93,uploads/formations/gestion-entreprise.webp,uploads/formations/gestion-entreprise.webp,Organisation comptable et gestion des entreprises,FORMATION,50,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
94,uploads/formations/excel-avance.webp,uploads/formations/excel-avance.webp,Excel avancé niveau 1 et 2,FORMATION,51,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
95,uploads/formations/dev-application-api.webp,uploads/formations/dev-application-api.webp,Développement application avec API,FORMATION,52,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
96,uploads/formations/gpec.webp,uploads/formations/gpec.webp,Gestion prévisionnelle des emplois et compétences,FORMATION,53,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
97,uploads/formations/ia-organisation-commerciale.webp,uploads/formations/ia-organisation-commerciale.webp,Transformation commerciale par IA,FORMATION,54,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
98,uploads/formations/secretariat-moderne.webp,uploads/formations/secretariat-moderne.webp,Management moderne et secrétariat,FORMATION,55,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
99,uploads/formations/modernisation-rh.webp,uploads/formations/modernisation-rh.webp,Modernisation de la gestion RH,FORMATION,56,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
100,uploads/formations/coaching-commercial.webp,uploads/formations/coaching-commercial.webp,Accompagnement commercial et coaching,FORMATION,57,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
101,uploads/formations/assistant-direction.webp,uploads/formations/assistant-direction.webp,Fonction secrétaire assistant,FORMATION,58,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
102,uploads/formations/motivation-equipes.webp,uploads/formations/motivation-equipes.webp,Motivation des équipes,FORMATION,59,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
103,uploads/formations/management-ia.webp,uploads/formations/management-ia.webp,Pratiques managériales avec IA,FORMATION,60,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
104,uploads/formations/rh-ia.webp,uploads/formations/rh-ia.webp,Pratiques RH avec IA,FORMATION,61,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
105,uploads/formations/telemarketing.webp,uploads/formations/telemarketing.webp,Formation en télémarketing,FORMATION,62,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
106,uploads/formations/ia-performance-avance.webp,uploads/formations/ia-performance-avance.webp,Performance commerciale IA avancée,FORMATION,74,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
107,/uploads/formations/coaching-commercial.webp,uploads/formations/coaching-commercial.webp,Image de la formation: Gestion Commerciale et Stock - Niveau 1,FORMATION,2,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
108,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Comptabilité Générale - Essentials,FORMATION,3,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
109,/uploads/formations/excel-avance.webp,uploads/formations/excel-avance.webp,Image de la formation: Microsoft Excel Avancé,FORMATION,5,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
110,/uploads/formations/coaching-commercial.webp,uploads/formations/coaching-commercial.webp,Image de la formation: Videosurveillance & Contrôle d'Accès,FORMATION,6,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
111,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Drones Civils - Initiation & Pilotage,FORMATION,7,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
112,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Transformation Digitale des PME,FORMATION,9,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
113,/uploads/formations/coaching-commercial.webp,uploads/formations/coaching-commercial.webp,Image de la formation: Solutions Cloud & Cybersécurité,FORMATION,10,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
114,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Web & Mobile - Initiation,FORMATION,11,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
115,/uploads/formations/seo-referencement.webp,uploads/formations/seo-referencement.webp,Image de la formation: Marketing Digital & SEO,FORMATION,12,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
116,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Gestion de Projet Agile/Scrum,FORMATION,13,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
117,/uploads/formations/coaching-commercial.webp,uploads/formations/coaching-commercial.webp,Image de la formation: Communication Professionnelle & Leadership,FORMATION,14,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
118,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Anglais Professionnel - Business English,FORMATION,15,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
119,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Comptabilité Générale - Essentials,FORMATION,17,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
120,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Drones Civils - Initiation & Pilotage,FORMATION,21,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
121,/uploads/formations/coaching-commercial.webp,uploads/formations/coaching-commercial.webp,Image de la formation: Extincteurs & Sécurité Incendie,FORMATION,22,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
122,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Web & Mobile - Initiation,FORMATION,25,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
123,/uploads/formations/seo-referencement.webp,uploads/formations/seo-referencement.webp,Image de la formation: Marketing Digital & SEO,FORMATION,26,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
125,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Anglais Professionnel - Business English,FORMATION,29,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
132,/uploads/formations/gestion-commerciale-stock.webp,uploads/formations/gestion-commerciale-stock.webp,Image de la formation: Gestion Commerciale et Stock - Niveau 1,FORMATION,2,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
88,uploads/formations/motivation-equipe-commerciale.webp,uploads/formations/motivation-equipe-commerciale.webp,Motivation équipe commerciale,FORMATION,45,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
91,uploads/formations/comptabilite-gestion-projets.webp,uploads/formations/comptabilite-gestion-projets.webp,Organisation comptable et gestion de projets,FORMATION,48,2026-03-13 11:11:46,2026-03-17 12:12:24,2026-03-17 12:12:24
124,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Gestion de Projet Agile/Scrum,FORMATION,27,2026-03-17 12:01:21,2026-03-17 12:12:24,2026-03-17 12:12:24
133,/uploads/formations/comptabilite-gestion-projets.webp,uploads/formations/comptabilite-gestion-projets.webp,Image de la formation: Comptabilité Générale - Essentials,FORMATION,3,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
134,/uploads/formations/leadership-rh.webp,uploads/formations/leadership-rh.webp,Image de la formation: Ressources Humaines & Paie,FORMATION,4,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
135,/uploads/formations/excel-avance.webp,uploads/formations/excel-avance.webp,Image de la formation: Microsoft Excel Avancé,FORMATION,5,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
136,/uploads/formations/video-surveillance.webp,uploads/formations/video-surveillance.webp,Image de la formation: Videosurveillance & Contrôle d'Accès,FORMATION,6,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
137,/uploads/formations/assistant-direction.webp,uploads/formations/assistant-direction.webp,Image de la formation: Drones Civils - Initiation & Pilotage,FORMATION,7,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
139,/uploads/formations/big-data.webp,uploads/formations/big-data.webp,Image de la formation: Transformation Digitale des PME,FORMATION,9,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
138,/uploads/formations/gestion-entreprise.webp,uploads/formations/gestion-entreprise.webp,Image de la formation: Extincteurs & Sécurité Incendie,FORMATION,8,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
140,/uploads/formations/dev-application-api.webp,uploads/formations/dev-application-api.webp,Image de la formation: Solutions Cloud & Cybersécurité,FORMATION,10,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
141,/uploads/formations/gestion-entreprise.webp,uploads/formations/gestion-entreprise.webp,Image de la formation: Web & Mobile - Initiation,FORMATION,11,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
142,/uploads/formations/seo-referencement.webp,uploads/formations/seo-referencement.webp,Image de la formation: Marketing Digital & SEO,FORMATION,12,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
143,/uploads/formations/gestion-projets.webp,uploads/formations/gestion-projets.webp,Image de la formation: Gestion de Projet Agile/Scrum,FORMATION,13,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
144,/uploads/formations/leadership-rh.webp,uploads/formations/leadership-rh.webp,Image de la formation: Communication Professionnelle & Leadership,FORMATION,14,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
145,/uploads/formations/community-management.webp,uploads/formations/community-management.webp,Image de la formation: Anglais Professionnel - Business English,FORMATION,15,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
146,/uploads/formations/gestion-commerciale-stock.webp,uploads/formations/gestion-commerciale-stock.webp,Image de la formation: Gestion Commerciale et Stock - Niveau 1,FORMATION,16,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
147,/uploads/formations/comptabilite-gestion-projets.webp,uploads/formations/comptabilite-gestion-projets.webp,Image de la formation: Comptabilité Générale - Essentials,FORMATION,17,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
148,/uploads/formations/leadership-rh.webp,uploads/formations/leadership-rh.webp,Image de la formation: Ressources Humaines & Paie,FORMATION,18,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
149,/uploads/formations/excel-avance.webp,uploads/formations/excel-avance.webp,Image de la formation: Microsoft Excel Avancé,FORMATION,19,2026-03-17 12:12:25,2026-03-21 13:51:37,2026-03-21 13:51:37
